Name,Id,Lat,Lng,Address,Features,Agoda,Website,Tel,SourceImage,Region
ID Clinic (Sinsa Branch) (아이디의원(신사점)),mdcl_3467306,37.5177329585,127.0242043506,"6F, 142 Dosan-daero, Gangnam-gu, Seoul (06039)",Clinic,,,,,
ID Clinic Gangnam (강남 아이디의원),mdcl_3539548,37.5014154327,127.0255269137,"11th Floor, Daewon Building, 437 Gangnam-daero, Seocho-gu, Seoul (06612)",Clinic,,,,,
ID Clinic Hongdae (홍대 아이디의원),mdcl_3539759,37.5551573371,126.9221598111,"10th Floor, H-CUBE, 140 Yanghwa-ro, Mapo-gu, Seoul (04050)",Clinic,,,,,
ID Hospital (아이디병원),mdcl_3467303,37.5177329585,127.0242043506,"142 Dosan-daero, Gangnam-gu, Seoul (06039)",Clinic,,,,,
Ilmi Dental Clinic (일미치과의원),mdcl_3365595,37.4577144884,126.6875394883,"(9th Floor), 428 Gyeongin-ro, Michuhol-gu, Incheon (22149)",Clinic,,,,,
Incheon Himchan General Hospital (인천힘찬종합병원),mdcl_3547942,37.4011132089,126.7146996967,"72 Nonhyeon-ro (Nonhyeon-dong), Namdong-gu, Incheon (21655)",Clinic,,,,,
Incheon Sejong Hospital (인천세종병원),mdcl_3365345,37.5325927697,126.7368662338,"20 Geyangmunhwa-ro, Geyang-gu, Incheon (21080)",Clinic,,,,,
Inha University Hospital (인하대학교의과대학부속병원),mdcl_3364863,37.4579357338,126.6336443978,"27 Inhang-ro, Jemulpo-gu, Incheon (22332)",Clinic,,,,,
Inje University Haeundae Paik Hospital (인제대학교 해운대백병원),mdcl_3547906,35.1732981663,129.1821917183,"875 Haeun-daero, Haeundae-gu, Busan (48108)",Clinic,,,,,
JAYJUN Plastic Surgery & Aesthetic (제이준성형외과),mdcl_3549426,37.5047291149,127.0354231416,"667 Yeoksam-dong, Gangnam-gu, Seoul (06136)",Clinic,,,,,
JK Plastic Surgery Center (제이케이성형외과의원),mdcl_3366252,37.5231490640,127.0279649663,"(JK Building), 835 Nonhyeon-ro, Gangnam-gu, Seoul (06031)",Clinic,,,,,
JW Plastic Surgery (제이더블유(JW)정원성형외과의원),mdcl_3366638,37.5109342848,127.0540684913,"(3rd-7th Floors), 553 Samseong-ro, Gangnam-gu, Seoul (06155)",Clinic,,,,,
JaneDMCKorea (주)제인디엠씨코리아),mdcl_3364681,37.5460923338,126.9562291847,"(4th Floor), 51 Mallijae-ro, Mapo-gu, Seoul (04209)",Clinic,,,,,
Jangdeok Hospital of Korean Medicine (장덕한방병원),mdcl_3549374,37.4859226211,127.0162559735,"B2-4th Floors, Bluefin Tower,, Jangdeok Hospital of Korean Medicine, 42 Seochojungang-ro, Seocho-gu, Seoul (06643)",Clinic,,,,,
Jeju National University Hospital (제주대학교병원),mdcl_3365217,33.4673065089,126.5452192161,"15 Aran 13-gil, Jeju-si, Jeju-do (63241)",Clinic,,,,,
Jin Convalescent Hospital (진요양병원),mdcl_3477597,35.1801564905,126.8740745411,"33, Daejasil-ro, Buk-gu, Jeonnam-Gwangju Special Metropolitan City (61256)",Clinic,,,,,
Jivaka Beauty (지바카 뷰티),mdcl_3580474,37.5021598208,127.0271961857,"6th Floor, 16 Gangnam-daero 102-gil, Gangnam-gu, Seoul (06128)",Clinic,,,,,
K-medi Spring (한강애봄),mdcl_3539523,37.5917269245,127.0122366762,"6th Floor, 63 Dongsomun-ro, Seongbuk-gu, Seoul (02832)",Clinic,,,,,
"KJ Globaltour.Co.,Ltd (케이제이글로벌투어 주식회사)",mdcl_3366195,35.1174351586,129.0418526750,"(#303, Hando Building), 3-6 Jungang-daero 226beon-gil, Dong-gu, Busan (48733)",Clinic,,,,,
KMO (케이엠오),mdcl_3539864,35.8359757647,127.1509387343,"#202, 218 Andeokwon-ro, Deokjin-gu, Jeonju-si, Jeonbuk-do (55008)",Clinic,,,,,
KNOCKKNOCK PLANT DENTAL CLINIC (똑똑플란트치과의원),mdcl_3549160,37.5012876901,127.0266462605,"8th Floor, Jump Milano, 432 Gangnam-daero, Gangnam-gu, Seoul (06129)",Clinic,,,,,
KUIMS (강동경희대학교병원),mdcl_3365815,37.5533756623,127.1573245539,"892 Dongnam-ro, Gangdong-gu, Seoul (05278)",Clinic,,,,,
Kang Dong Hospital (강동병원),mdcl_3365275,35.0894065745,128.9784811731,"145 Dadae-ro, Saha-gu, Busan (49393)",Clinic,,,,,
Kangbuk Samsung Hospital (강북삼성병원),mdcl_3453435,37.5681816549,126.9686079871,"29 Saemunan-ro, Jongno-gu, Seoul (03181)",Clinic,,,,,
Keimyung University Dongsan Hospital (계명대학교 동산병원),mdcl_3364859,35.8540557818,128.4802121609,"1035 Dalgubeol-daero, Dalseo-gu, Daegu (42601)",Clinic,,,,,
Kim Byoung Joon Ledas Varicose Vein Clinic (김병준 레다스 흉부외과의원),mdcl_3364765,35.1588641444,129.0576418365,"(11th-13th Floors, Youngkwang Bookstore Building), 10 Seomyeonmunhwa-ro, Busanjin-gu, Busan (47256)",Clinic,,,,,
Kleam Clinic (클림의원),mdcl_3473879,37.5558072531,126.9216848363,"3F, 141 Yanghwa-ro, Mapo-gu, Seoul (03995)",Clinic,,,,,
Kodi Plastic Surgery (코디성형외과의원),mdcl_3366054,37.5003683433,127.0261602197,"(5th Floor, Hanseung Building), 423 Gangnam-daero, Seocho-gu, Seoul (06614)",Clinic,,,,,
Konkuk University Medical Center (건국대학교병원),mdcl_3365295,37.5413644062,127.0719465561,"120-1 Neungdong-ro, Gwangjin-gu, Seoul (05030)",Clinic,,,,,
Konyang University Hospital (건양대학교병원),mdcl_3466756,36.3063337752,127.3408926121,"158 Gwanjeodong-ro, Seo-gu, Daejeon (35365)",Clinic,,,,,
Korea Global Culture Exchange Center (KGCEC) ((주)케이지문화교류센터),mdcl_3441357,37.4977440297,126.8922697078,"#1404, 3 Gongwon-ro, Guro-gu, Seoul (08298)",Clinic,,,,,
"Korea Institute of Radiological & Medical Sciences, Korea Cancer Center Hospital  (한국원자력의학원 원자력병원)",mdcl_3575174,37.6281878800,127.0847179215,"75 Nowon-ro, Nowon-gu, Seoul (01812)",Clinic,,,,,
Korea Medical Institute Busan Branch ((재)한국의학연구소 부산분사무소),mdcl_3450814,35.1387665027,129.0634807673,"5F, 14 Jobang-ro, Dong-gu, Busan (48741)",Clinic,,,,,
Korea Medical Institute Daegu Branch ((재)한국의학연구소 대구분사무소),mdcl_3450849,35.8618264435,128.5942324526,"B1-B2, 20 Jungang-daero 66-gil, Jung-gu, Daegu (41961)",Clinic,,,,,
Korea Medical Institute Gangnam Clinic ((재)한국의학연구소 강남의원),mdcl_3367379,37.5055515194,127.0508828223,"5F-8F, 411 Teheran-ro, Gangnam-gu, Seoul (06160)",Clinic,,,,,
Korea Medical Institute Gwangju Branch ((재)한국의학연구소 광주분사무소),mdcl_3450820,35.1521453420,126.8489330215,"8F-10F, 58 Sangmujungang-ro, Seo-gu, Jeonnam-Gwangju Special Metropolitan City (61949)",Clinic,,,,,
Korea Medical Institute Jeju Clinic ((재)한국의학연구소 제주의원),mdcl_3463820,33.2836603652,126.5595943387,"61 Sororeum-ro, Seogwipo-si, Jeju-do (63579)",Clinic,,,,,
Korea Medical Institute KMI Yeouido Clinic ((재)한국의학연구소 케이엠아이여의도의원),mdcl_3365179,37.5243581865,126.9248548795,"13F-15F & 17F-18F, 24 Gukjegeumyung-ro 2-gil, Yeongdeungpo-gu, Seoul (07325)",Clinic,,,,,
Korea Medical Institute Korea Central Clinic ((재)한국의학연구소 한국중부의원),mdcl_3364978,37.5055515194,127.0508828223,"B1, 3rd, and 4th Floors, Gwanghwamun Building, 149 Sejong-daero, Jongno-gu, Seoul",Clinic,,,,,
Korea Medical Institute Suwon Branch ((재)한국의학연구소 수원분사무소),mdcl_3450808,37.2503086002,127.0347109160,"1F-2F, 232 Dongsuwon-ro, Gwonseon-gu, Suwon-si, Gyeonggi-do (16553)",Clinic,,,,,
Korea Medical Tourism Promotion Association ((사)대한의료관광진흥협회),mdcl_3366241,37.5713258534,126.9752434045,"(#601) 29-3 Saemunan-ro 9-gil, Jongno-gu, Seoul (03183)",Clinic,,,,,
Korea University Anam Hospital (고려대학교 안암병원),mdcl_3365690,37.5867138974,127.0277631817,"73 Goryeodae-ro, Seongbuk-gu, Seoul (02841)",Clinic,,,,,
Korea University Ansan Hospital (고려대학교 의과대학 부속 안산병원),mdcl_3548857,37.3191857927,126.8258279683,"123 Jeokgeum-ro, Danwon-gu, Ansan-si, Gyeonggi-do (15355)",Clinic,,,,,
Korea University Guro Hospital (고려대학교의과대학부속 구로병원),mdcl_3364810,37.4917056942,126.8839734117,"148 Gurodong-ro, Guro-gu, Seoul (08308)",Clinic,,,,,
Kosin University Gospel Hospital (고신대학교복음병원),mdcl_3364075,35.0808387796,129.0160309182,"262 Gamcheon-ro, Seo-gu, Busan (49267)",Clinic,,,,,
KwangDong Hospital (광동병원),mdcl_3539538,37.5143340360,127.0621621026,"612 Bongeunsa-ro, Gangnam-gu, Seoul (06170)",Clinic,,,,,
Kyung Hee University Medical Center (경희의료원),mdcl_3365939,37.5938024091,127.0525857180,"23 Kyungheedae-ro, Dongdaemun-gu, Seoul (02447)",Clinic,,,,,
Laejoo Travel ((주)내주여행사),mdcl_3364735,37.4766101264,126.8784298962,"(#411), 534 Seobusaet-gil, Geumcheon-gu, Seoul (08505)",Clinic,,,,,
Lante Obgyn (랑뜨산부인과의원),mdcl_3364369,37.5035012829,127.0244630632,"(5th Floor, Regen Medical Tower), 463 Gangnam-daero, Seocho-gu, Seoul (06611)",Clinic,,,,,
Le : Dental Clinic (르치과의원),mdcl_3366963,37.5045872884,127.0256073724,"(9th Floor, Glaston Building), 108 Bongeunsa-ro, Gangnam-gu, Seoul (06123)",Clinic,,,,,
Le Miel Plastic Surgery (르미엘성형외과의원),mdcl_3539776,37.5701207196,126.9909336758,"3rd Floor, 120 Jongno, Jongno-gu, Seoul (03192)",Clinic,,,,,
Leaders Dermatology Clinic Apgujeong (리더스피부과의원 압구정점),mdcl_3547762,37.5257821812,127.0329533260,"4th-5th Floors, 843 Eonju-ro, Gangnam-gu, Seoul (06023)",Clinic,,,,,
Leaders Dermatology Clinic CheongdamDosandaero (리더스피부과의원 청담도산대로점),mdcl_3547793,37.5237658843,127.0404999179,"4th-5th Floors, S&S TOWER, 409 Dosan-daero (Cheongdam-dong), Gangnam-gu, Seoul (06014)",Clinic,,,,,
Leaders Dermatology Clinic CheongdamLuxuryStreet (리더스피부과의원 청담명품거리점),mdcl_3547820,37.5265906574,127.0461243258,"3rd Floor, Diana Building, 445 Apgujeong-ro (Cheongdam-dong), Gangnam-gu, Seoul (06010)",Clinic,,,,,
Leaders Dermatology Clinic Myeongdong (리더스피부과의원 명동점),mdcl_3547641,37.5591829169,126.9806210362,"B1 Floor, 72 Toegye-ro (Hoehyeon-dong 1-ga, SK Leaders' View Namsan), Jung-gu, Seoul (04632)",Clinic,,,,,
Lee & Chaeum Skin Clinic (리앤채움의원),mdcl_3477589,37.5233907028,127.0279760687,"4F, 837, Nonhyeon-ro, Gangnam-gu, Seoul (06031)",Clinic,,,,,
Lee YoungJun Clinic of Korean Medicine (이영준한의원),mdcl_3364584,36.8366972281,127.1458206683,"(4th-5th Floors, Yongam Building), 388 Bongjeong-ro, Seobuk-gu, Cheonan-si, Chungcheongnam-do (31103)",Clinic,,,,,
Lienjang Clinic (리엔장성형외과의원),mdcl_3466956,37.4985296802,127.0268296551,"14F-18F, 403 Gangnam-daero, Seocho-gu, Seoul (06615)",Clinic,,,,,
Lift Plastic Surgery (리프트성형외과의원),mdcl_3364680,35.8653316457,128.5966043686,"(3rd,11th,12th Floors, S Tower), 2127 Dalgubeol-daero, Jung-gu, Daegu (41943)",Clinic,,,,,
Lime Tree Dental Hospital (라임나무치과병원),mdcl_3467038,37.5640657568,126.9847760746,"7F, 43 Myeongdong-gil, Jung-gu, Seoul (04534)",Clinic,,,,,
Live Again (리브어게인),mdcl_3364772,37.4843373788,126.8992972227,"(B201-161-6, Kolon Science Valley 2) 55 Digital-ro 34-gil, Guro-gu, Seoul (08378)",Clinic,,,,,
Liz on with Yonsei Slimline Clinic (리즈온위드 연세슬림라인의원),mdcl_3366266,37.5250157047,127.0385833910,"(3rd Floor, Postam Building), 12 Seolleung-ro 153-gil, Gangnam-gu, Seoul (06019)",Clinic,,,,,
Luke Korean Medicine Hospital (누가한방병원),mdcl_3467170,35.8359757647,127.1509387343,"218 Andeogwon-ro, Deokjin-gu, Jeonju-si, Jeonbuk-do (55008)",Clinic,,,,,
Luxell Clinic (럭쎌내과한의원),mdcl_3364621,37.5043097111,127.0349787497,"(6th Floor, Sinsoae Building), 537 Nonhyeon-ro, Gangnam-gu, Seoul (06126)",Clinic,,,,,
MEDIFUN Inc. (메디펀),mdcl_3563149,35.1463795699,129.0651637455,"8th Floor, Busan International Finance Center (BIFC), 40 Munhyeongeumyung-ro, Nam-gu, Busan (48400)",Clinic,,,,,
MEDIPACT (메디팩트),mdcl_3539613,37.4842048126,126.9413711727,"2nd Floor, 9 Bongcheon-ro 31-gil, Gwanak-gu, Seoul (08750)",Clinic,,,,,
MJ FLB ((주)엠제이에프엘비),mdcl_3441528,37.5685818430,126.9816428989,"#809, 8F, 40 Cheonggyecheon-ro, Jung-gu, Seoul (04521)",Clinic,,,,,
MODEUNMO Clinic (모든모의원),mdcl_3539972,37.5195077402,127.0235071411,"2nd–4th Floors, 57 Nonhyeon-ro 151-gil, Gangnam-gu, Seoul (06036)",Clinic,,,,,
MS Eye Clinic (엠에스안과의원),mdcl_3448339,37.5066005712,127.0048647593,"2F, 189 Sinbanpo-ro, Seocho-gu, Seoul (06512)",Clinic,,,,,
Made U (메이드유 의원),mdcl_3366148,37.5083229216,127.0231519347,"(2nd-4th Floors, Made U Building), 516 Gangnam-daero, Gangnam-gu, Seoul (06114)",Clinic,,,,,
Marble Plastic Surgery (마블성형외과의원),mdcl_3451537,37.5012293446,127.0255769144,"3F, 435 Gangnam-daero, Seocho-gu, Seoul (06612)",Clinic,,,,,
Maria Fertility Hospital (마리아병원),mdcl_3467148,37.5742653041,127.0255415154,"20 Cheonho-daero, Dongdaemun-gu, Seoul (02586)",Clinic,,,,,
MediCaddy Korea (메디캐디코리아),mdcl_3547521,35.1523204502,129.0586113750,"5th Floor, 34 Sincheon-daero 62beon-gil, Busanjin-gu, Busan (47289)",Clinic,,,,,
Medical Avenue ((주)메디컬애비뉴),mdcl_3366684,37.5470532890,126.9537710481,"(#1433, Mapo T Town), 144 Mapo-daero, Mapo-gu, Seoul (04212)",Clinic,,,,,
"Medical Korea Service Co., Ltd (주식회사 메디컬코리아서비스)",mdcl_3562677,37.4976825909,127.0287433936,"4th Floor, 8 Teheran-ro 2-gil, Gangnam-gu, Seoul (06232)",Clinic,,,,,
Medicoper (메디코퍼),mdcl_3364716,37.4498017779,126.7021633751,"(6th Floor), 588 Inju-daero, Namdong-gu, Incheon (21570)",Clinic,,,,,
"Medictel Co., Ltd.(㈜메딕텔)",mdcl_3364727,37.3497456003,127.1070098987,"(#428-36), 46 Dolma-ro, Bundang-gu, Seongnam-si, Gyeonggi-do (13630)",Clinic,,,,,
Medid (메디드),mdcl_3547509,35.1483210259,129.0654997742,"#110, 14th Floor, 133 Jeonpo-daero, Nam-gu, Busan (48400)",Clinic,,,,,
Medien International (메디엔인터내셔날),mdcl_3364596,37.5333164511,126.6671725746,"(Western Blue Hill 210-1402), 37 Bongojae-ro, Seohae-gu, Incheon (22732)",Clinic,,,,,
Mediround.Corp (주식회사 메디라운드),mdcl_3366498,37.5685818430,126.9816428989,"10F, Unit B1031, 8, Gangnam-daero 69-gil, Seocho-gu, Seoul (04521)",Clinic,,,,,
"Mediwin Co., Ltd. (주식회사 메디윈)",mdcl_3364782,37.4908139796,127.0307239634,"(#1111, Korea Business Center), 309 Gangnam-daero, Seocho-gu, Seoul (06628)",Clinic,,,,,
Mine Plastic Surgery (마인성형외과의원),mdcl_3366186,37.5212131783,127.0279927959,"(3rd-6th Floors, Yeongseok Building), 813 Nonhyeon-ro, Gangnam-gu, Seoul (06032)",Clinic,,,,,
Minish Dental Hospital (미니쉬치과병원),mdcl_3446967,37.5199134535,127.0349116472,"728 Eonju-ro, Gangnam-gu, 728 Eonju-ro, Gangnam-gu, Seoul (06057)",Clinic,,,,,
MisoU Plastic Surgery (미소유성형외과의원),mdcl_3466973,37.5053427377,127.0245713344,"3F, 480 Gangnam-daero, Gangnam-gu, Seoul (06120)",Clinic,,,,,
Mo & Bless Clinic (모앤블레스의원),mdcl_3539704,37.5276402442,127.0299091065,"2nd Floor, 208 Apgujeong-ro, Gangnam-gu, Seoul (06022)",Clinic,,,,,
Mudiocean Inc. (주식회사 뮤디오션),mdcl_3441455,37.5104591230,127.0419862712,"4F, 7 Bongeunsa-ro 49-gil, Gangnam-gu, Seoul (06103)",Clinic,,,,,
Myongji Hospital (명지병원),mdcl_3364330,37.6422177931,126.8303796163,"55 Hwasu-ro 14beon-gil, Deogyang-gu, Goyang-si, Gyeonggi-do (10475)",Clinic,,,,,
NEW CFC lnc (㈜뉴씨에프씨),mdcl_3539857,37.5068404766,126.7520016842,"#303, Naru Building, 33 Gilju-ro 77beon-gil, Wonmi-gu, Bucheon-si, Gyeonggi-do (14543)",Clinic,,,,,
NHIS Ilsan Hospital (국민건강보험 일산병원),mdcl_3548924,37.6455278529,126.7930551539,"100 Ilsan-ro, Ilsandong-gu, Goyang-si, Gyeonggi-do (10444)",Clinic,,,,,
NUNE EYE HOSPITAL (누네안과병원),mdcl_3562825,35.8637930304,128.6019511626,"2179 Dalgubeol-daero, Jung-gu, Daegu (41940)",Clinic,,,,,
Naeunhospital (나은병원),mdcl_3366081,37.4891107030,126.6797948763,"23 Wonjeok-ro, Seohae-gu, Incheon (22819)",Clinic,,,,,
Namchon Medical Foundation Shihwa Medical Center (의료법인 남촌의료재단 시화병원),mdcl_3364152,37.3500084231,126.7369851962,"381 Gunjacheon-ro, Siheung-si, Gyeonggi-do (15034)",Clinic,,,,,
Nana Plastic Surgery (나나성형외과의원),mdcl_3364783,37.5062592900,127.0241296820,"(2nd-10th and 12th-13th Floors, HM Tower), 492 Gamnam-daero, Gangnam-gu, Seoul (06119)",Clinic,,,,,
Nanoori Hospital (나누리병원),mdcl_3364686,37.5203606073,127.0339950515,"(Nonhyeon-dong), 731 Eonju-ro, Gangnam-gu, Seoul (06048)",Clinic,,,,,
Nasaret International Hospital (나사렛국제병원),mdcl_3466847,37.4080032958,126.6705174206,"98 Meonugeum-ro, Yeonsu-gu, Incheon (21972)",Clinic,,,,,
Nell Clinic (넬의원),mdcl_3548942,35.1561672317,129.0580529855,"1st Floor, Centum Medical Tower, 60 Seomyeon-ro, Busanjin-gu, Busan (47286)",Clinic,,,,,
Note Plastic Surgery (노트성형외과의원),mdcl_3366798,37.5120002237,127.0204465215,"(12th-15th Floors, Peyto Plaza Building), 563 Gangnam-daero, Seocho-gu, Seoul (06531)",Clinic,,,,,
Nunevit Eye Clinic (누네빛안과의원),mdcl_3366399,35.1569642998,129.0545393801,"(7th-13th Floors, Nune Medi Tower), 77 Bujeon-ro, Busanjin-gu, Busan (47284)",Clinic,,,,,
ODE Clinic (오드의원),mdcl_3575139,37.4936247569,127.0303211426,"8th Floor, Gyeongwon Building, 340 Gangnam-daero, Gangnam-gu, Seoul (06242)",Clinic,,,,,
Oganacell Dermatology Clinic (오가나셀피부과의원),mdcl_3365419,37.5231076562,127.0420970134,"(2nd Floor, Building A, Cheongdam Square), 420 Dosan-daero, Gangnam-gu, Seoul (06062)",Clinic,,,,,
Ohkims Dermatology Clinic (오킴스피부과의원),mdcl_3366149,37.6519574063,126.7787979424,"(10th Floor, New Samchang Building), 123 Gangseok-ro, Ilsandong-gu, Goyang-si, Gyeonggi-do (10414)",Clinic,,,,,
Olive Skin Clinic (올리브피부과의원),mdcl_3539851,35.2110712672,129.0079752862,"6th Floor, 3 Mandeok-daero 27beon-gil, Buk-gu, Busan (46548)",Clinic,,,,,
Onnuri Smile Eye Clinic (온누리스마일안과),mdcl_3549091,37.4981130564,127.0265213615,"B2 Floor, Ara Tower, 3 Seocho-daero 77-gil, Seocho-gu, Seoul (06615)",Clinic,,,,,
Onul Plastic Surgery Clinic (오늘성형외과의원),mdcl_3364916,37.5150748651,127.0203686636,"(10th-11th Floors, Geukdong Building), 596 Gangnam-daero, Seocho-gu, Seoul (06038)",Clinic,,,,,
Phil Hospital of Korean Medicine (필한방병원),mdcl_3364207,36.3595005714,127.3778850862,"(3rd,4th,11th Floors, Calix Building), 128 Cheongsa-ro, Seo-gu, Daejeon (35220)",Clinic,,,,,
Pixelab Beauty Clinic (픽셀랩성형외과의원),mdcl_3539825,37.5012793188,127.0244575708,"3rd Floor, Gangnam Station Riga Square, 42 Seocho-daero 73-gil, Seocho-gu, Seoul (06612)",Clinic,,,,,
Ppeum Global Clinic (쁨글로벌의원),mdcl_3365748,37.5021625500,127.0244742114,"(2nd Floor, APRO Square), 55 Seocho-daero 77-gil, Seocho-gu, Seoul (06611)",Clinic,,,,,
Premiumpass International ((주)프리미엄패스 인터내셔널),mdcl_3364793,37.5583330873,126.8293043003,"(#501-507, Pine Square Building A), 22 Magokjungang 4-ro, Gangseo-gu, Seoul (07631)",Clinic,,,,,
Ray Business Group Inc. (레이비즈니스그룹(주)),mdcl_3366246,37.5077180576,127.0577404698,"(#105, 10th Floor, WeWork Building), 507 Teheran-ro, Gangnam-gu, Seoul (06168)",Clinic,,,,,
Reberry Clinic Gangnam (리베리의원 강남점),mdcl_3574827,37.5018959170,127.0246686448,"B1 Floor, KI Tower, 8 Gangnam-daero 69-gil, Seocho-gu, Seoul (06611)",Clinic,,,,,
Reberry Clinic Myeongdong (리베리의원 명동점),mdcl_3575735,37.5613410916,126.9857538405,"#201, 2nd Floor & #301, 3rd Floor, 58 Myeongdong 10-gil, Jung-gu, Seoul (04536)",Clinic,,,,,
Reberryclinic Yeongjongdo (리베리의원 영종도점),mdcl_3364907,37.4891780531,126.5614723404,"(3rd Floor), 20 Haneuljungang-ro 195beon-gil, Yeongjong-gu, Incheon (22397)",Clinic,,,,,
Rebom Hospital (리봄한방병원),mdcl_3364835,37.5163084100,127.0400862785,"(2nd-4th Floors), 7 Hakdong-ro 50-gil, Gangnam-gu, Seoul (06099)",Clinic,,,,,
Redtable Inc (주식회사 레드테이블),mdcl_3367607,37.5675404193,126.9884367538,"10F, SIGNATURE TOWER(WEST),100,Cheonggyecheon-ro, Jung-gu, Seoul (04542)",Clinic,,,,,
Riz Laser Center (리즈산부인과),mdcl_3364647,37.5176801538,127.0223406327,"(3th-4th Floors, Gyeongseo Building), 127 Dosan-daero, Gangnam-gu, Seoul (06035)",Clinic,,,,,
Roen OB&GYN Clinic (로앤산부인과의원),mdcl_3447106,37.4985296802,127.0268296551,"6F, 403 Gangnam-daero, Seocho-gu, Seoul (06615)",Clinic,,,,,
Ruby Plastic Surgery Clinic (루비성형외과의원),mdcl_3549199,37.5162441789,127.0206713808,"9th-10th Floors, Lex Tower, 108 Dosan-daero, Gangnam-gu, Seoul (06038)",Clinic,,,,,
S-plant Dental Hospital (에스플란트치과병원),mdcl_3365216,37.5230270812,127.0404971618,"(5th-9th Floors, Unit Building, Cheongdam-dong), 410 Dosan-daero, Gangnam-gu, Seoul (06062)",Clinic,,,,,
SEOUL SHINSEGAE EYE CENTER (서울신세계안과의원),mdcl_3540013,37.6137524714,127.0305427149,"3rd–4th Floors, Y-Square, 52 Dobong-ro, Gangbuk-gu, Seoul (01215)",Clinic,,,,,
SHINE BEAUTY MEDICAL (해우광해외무역),mdcl_3539449,37.5135056947,127.0254460242,"#510, MV Tower, 55 Gangnam-daero 132-gil, Gangnam-gu, Seoul (06045)",Clinic,,,,,
SNU Eye Clinic (에스앤유안과의원),mdcl_3366449,37.5175273435,127.0195270045,"(3rd,12th Floors, ICT Tower), 624 Gangnam-daero, Gangnam-gu, Seoul (06035)",Clinic,,,,,
SUNGJI HOSPITAL (성지병원),mdcl_3548866,37.3455699012,127.9542500014,"22 Wonil-ro, Wonju-si, Gangwon-do (26429)",Clinic,,,,,
SYNERGY Plastic Surgery (시너지성형외과의원),mdcl_3547799,37.5168329904,127.0201241919,"1st, 5th Floors, SYH Tower, 107 Dosan-daero, Gangnam-gu, Seoul (06035)",Clinic,,,,,
Saengki Korean Medicine Clinic (생기한의원 강남역),mdcl_3580254,37.4981130564,127.0265213615,"14th Floor, Ara Tower, 3 Seocho-daero 77-gil, Seocho-gu, Seoul (06615)",Clinic,,,,,
Samsung Medical Center (삼성서울병원),mdcl_3367337,37.4869209273,127.0830526451,"81 Irwon-ro, Gangnam-gu, Seoul (06351)",Clinic,,,,,
Samsung Miracle Eye Clinic (삼성미라클안과의원),mdcl_3365455,37.4991130020,127.0299210232,"(7th,14th Floors), 115 Teheran-ro, Gangnam-gu, Seoul (06134)",Clinic,,,,,
Samsung Rehan Woman's Clinic (삼성리한여성의원),mdcl_3366568,35.1691790811,129.1766811994,"(#B-203, Ungsin Cine Art), 802 Haeundae-daero, Haeundae-gu, Busan (48111)",Clinic,,,,,
Seoul BGSS Eye Clinic (서울밝은세상안과),mdcl_3466895,37.5256878628,127.0393583011,"2F & 5F-7F, 823 Seolleung-ro, Gangnam-gu, Seoul (06018)",Clinic,,,,,
Seoul Jaeil Hospital (서울제일병원),mdcl_3364802,37.0799232456,127.0624936985,"(1078 Jisan-dong), 70 Jisan-ro, Pyeongtaek-si, Gyeonggi-do (17763)",Clinic,,,,,
Seoul Miz Hospital (서울미즈병원),mdcl_3548731,37.5379519216,127.1278748958,"1041 Cheonho-daero, Gangdong-gu, Seoul (05335)",Clinic,,,,,
Seoul National University Bundang Hospital (분당서울대학교병원),mdcl_3547944,37.3502569486,127.1235139411,"3rd Floor, Building 1, International Healthcare Center, 82 Gumi-ro 173beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do (13620)",Clinic,,,,,
Seoul National University Hospital (서울대학교병원),mdcl_3548388,37.5802558498,127.0019157204,"101 Daehak-ro, Jongno-gu, Seoul (03080)",Clinic,,,,,
Seoul National University Hospital Gangnam Center (서울대학교병원 강남의원),mdcl_3365516,37.5000768968,127.0365231734,"(38th,39th Floors and Part of 3rd Floor), 152 Teheran-ro, Gangnam-gu, Seoul (06236)",Clinic,,,,,
Seoul Novos Hospital (서울노보스병원),mdcl_3364691,37.6688407487,127.0438316008,"720 Dobong-ro, Dobong-gu, Seoul (01333)",Clinic,,,,,
Seoul Today Dental Clinic (서울오늘치과의원),mdcl_3562362,37.6522622327,126.8954400577,"3rd Floor, 63 Dongsong-ro, Deogyang-gu, Goyang-si, Gyeonggi-do (10590)",Clinic,,,,,
Severance Hospital (연세대학교 의과대학 세브란스병원),mdcl_3548909,37.5603598026,126.9384859539,"50-1 Yonsei-ro, Seodaemun-gu, Seoul (03722)",Clinic,,,,,
Sinchon Dain Dental Hospital (신촌다인치과병원),mdcl_3364843,37.5550492645,126.9360168847,"(10th-11th Floors, Grand Plaza), 94 Sinchon-ro, Mapo-gu, Seoul (04058)",Clinic,,,,,
Slimfit Korean Medicine Clinic (슬림핏한의원),mdcl_3539436,35.1573726408,129.0574280069,"4th Floor, 784 Gaya-daero, Busanjin-gu, Busan (47285)",Clinic,,,,,
Sojunghannun Ophthalmology Clinic (센텀소중한눈안과),mdcl_3450964,35.1681477998,129.1313296159,"14F, 50 Centum nam-daero, Haeundae-gu, Busan (48060)",Clinic,,,,,
Soon Chun Hyang University Hospital Bucheon (순천향대학교 부속 부천병원),mdcl_3365517,37.4991748883,126.7625703789,"170 Jomaru-ro, Wonmi-gu, Bucheon-si, Gyeonggi-do (14584)",Clinic,,,,,
